,Unnamed: 0,year,month,day,temp,cloud,rainfall_total,Humidity_mean,solar,customer,demand_max(Wh),usage(kWh)
602,602,2022,8,26,24.5,3.9,0.0,71.3,26.29,734586,"99,991,210.32","15,647,034.83"
603,603,2022,8,27,22.8,4.3,0.0,75.5,18.73,734586,"65,591,167.97","14,942,972.07"
604,604,2022,8,28,22.9,5.8,0.0,67.0,22.23,734586,"159,475,939.54","19,013,522.82"
605,605,2022,8,29,21.7,7.5,0.0,88.4,7.12,735257,"96,319,584.19","14,268,765.31"
606,606,2022,8,30,24.8,9.1,1.3,96.5,7.92,735873,"95,442,316.46","13,954,178.31"
607,607,2022,8,31,23.0,8.8,4.4,92.9,13.16,736117,"66,152,777.90","14,319,041.74"
608,608,2022,9,1,22.6,8.3,0.0,94.1,9.52,736772,"59,561,282.14","13,187,149.74"
609,609,2022,9,2,23.1,8.6,0.0,88.3,12.6,737238,"50,974,127.93","13,486,542.43"
610,610,2022,9,3,24.9,8.4,0.0,86.8,13.49,737526,"61,227,498.29","15,010,440.49"
611,611,2022,9,4,26.5,9.3,3.5,89.4,15.8,737300,"39,281,590.97","10,809,189.59"
612,612,2022,9,5,24.0,10.0,50.7,99.0,2.82,737304,"59,734,911.14","12,846,982.54"
613,613,2022,9,6,21.5,5.3,32.8,89.8,13.83,739974,"60,454,981.66","12,712,536.88"
614,614,2022,9,7,22.2,2.8,0.0,77.6,24.72,739974,"111,612,412.58","18,754,004.74"
615,615,2022,9,8,23.0,4.6,0.0,73.9,19.95,741532,"109,978,094.71","16,001,757.56"
616,616,2022,9,9,24.1,5.8,0.0,74.8,10.58,742234,"60,268,442.21","13,730,207.77"
617,617,2022,9,10,22.6,8.0,0.0,85.0,14.03,742030,"63,685,912.01","13,629,111.14"
618,618,2022,9,11,24.1,6.4,0.0,81.8,18.74,742044,"55,180,925.78","13,191,472.14"
619,619,2022,9,12,23.1,10.0,2.0,98.9,6.65,741996,"72,298,026.86","15,752,077.23"
620,620,2022,9,13,24.3,10.0,0.2,90.0,7.66,742004,"74,953,180.78","16,876,979.02"
621,621,2022,9,14,25.3,5.9,0.0,68.4,18.01,742826,"70,394,772.65","12,542,343.59"
622,622,2022,9,15,26.5,4.8,0.0,72.5,21.2,743697,"98,727,565.68","17,241,953.34"
623,623,2022,9,16,26.8,6.0,0.0,82.5,17.34,744428,"98,507,951.28","15,758,843.74"
624,624,2022,9,17,27.9,7.4,0.0,75.8,21.17,745103,"92,667,840.67","15,891,483.66"
625,625,2022,9,18,28.7,8.3,0.0,71.0,18.39,744929,"85,345,841.09","18,423,195.70"
626,626,2022,9,19,25.4,5.3,0.0,66.3,20.84,744923,"94,276,695.65","17,129,473.32"
627,627,2022,9,20,20.8,4.4,0.0,62.5,15.92,745837,"91,394,073.50","15,034,143.36"
628,628,2022,9,21,20.1,3.6,0.0,61.5,18.56,746614,"102,941,701.97","17,814,286.51"
629,629,2022,9,22,20.3,5.0,0.0,60.6,21.06,746954,"93,695,587.99","18,178,461.59"
630,630,2022,9,23,19.5,5.4,0.0,69.1,19.28,747494,"115,919,317.58","18,578,378.38"
631,631,2022,9,24,19.1,5.8,0.0,59.3,22.1,748045,"91,084,893.74","15,172,897.98"
632,632,2022,9,25,20.0,8.9,0.0,64.3,13.74,747629,"71,192,957.47","12,508,127.59"
633,633,2022,9,26,19.8,9.0,0.0,71.8,9.6,747623,"71,756,842.63","13,343,640.98"
634,634,2022,9,27,21.7,1.8,0.0,68.5,21.59,748659,"62,384,727.91","12,405,454.02"
635,635,2022,9,28,21.1,7.5,0.0,76.8,11.42,748976,"77,907,769.25","13,685,755.21"
636,636,2022,9,29,20.9,0.0,0.0,67.5,21.74,749264,"92,127,820.90","14,980,482.36"
637,637,2022,9,30,21.7,0.4,0.0,66.9,20.81,748820,"59,984,587.42","13,920,560.44"
638,638,2022,10,1,22.9,2.9,0.0,64.1,19.66,750470,"98,189,386.20","14,849,406.13"
639,639,2022,10,2,23.6,7.3,0.0,67.6,18.92,750072,"76,103,337.65","13,748,189.08"
640,640,2022,10,3,26.1,9.6,0.0,79.6,8.6,750048,"69,600,940.68","13,381,200.14"
641,641,2022,10,4,19.5,9.6,33.4,86.1,6.35,750048,"76,037,380.01","15,243,654.06"
642,642,2022,10,5,16.9,6.9,0.0,63.5,19.48,750322,"51,355,916.62","12,859,034.52"
643,643,2022,10,6,17.1,8.5,0.0,69.1,14.76,750547,"79,408,906.39","15,760,184.38"
644,644,2022,10,7,16.3,6.1,0.0,61.3,16.92,751274,"66,057,645.38","15,426,787.83"
645,645,2022,10,8,16.7,6.4,0.0,63.8,12.31,751805,"109,799,883.53","18,428,656.69"
646,646,2022,10,9,14.5,10.0,2.3,88.9,5.14,751377,"105,593,497.44","22,029,656.96"
647,647,2022,10,10,12.8,7.1,2.2,74.4,12.61,751339,"85,877,071.70","14,963,591.85"
648,648,2022,10,11,13.9,1.8,0.0,66.5,19.2,751324,"60,510,379.78","11,683,111.25"
649,649,2022,10,12,14.7,0.0,0.0,66.6,0.0,752096,"56,064,006.67","12,417,645.54"
650,650,2022,10,13,17.1,0.9,0.0,67.5,15.63,752894,"68,967,415.80","12,912,564.49"
651,651,2022,10,14,17.5,3.8,0.0,73.6,17.69,753970,"99,825,912.53","14,905,674.17"
652,652,2022,10,15,18.5,1.9,0.0,76.9,17.51,755135,"98,162,408.98","13,155,844.16"
653,653,2022,10,16,18.1,3.5,0.0,73.8,16.13,754970,"62,037,455.50","14,140,921.55"
654,654,2022,10,17,14.4,3.4,0.0,47.1,18.33,754927,"134,166,671.81","12,690,215.01"
655,655,2022,10,18,11.1,0.0,0.0,42.6,18.73,755785,"73,341,129.10","13,539,009.79"
656,656,2022,10,19,11.3,0.0,0.0,56.8,18.14,756710,"136,917,752.62","12,963,829.81"
657,657,2022,10,20,13.9,1.8,0.0,50.6,18.1,757623,"62,399,472.70","12,608,671.99"
658,658,2022,10,21,14.8,8.9,0.0,71.9,10.13,758461,"59,191,252.78","12,550,463.52"
659,659,2022,10,22,17.3,3.1,0.4,69.8,16.56,759133,"86,602,768.58","15,580,330.90"
660,660,2022,10,23,14.7,1.8,0.0,62.8,16.25,758895,"81,488,719.39","13,792,130.65"
661,661,2022,10,24,11.6,0.5,0.0,46.5,17.39,758770,"63,253,412.95","13,457,882.10"
662,662,2022,10,25,11.6,0.0,0.0,46.3,16.83,758763,"89,413,426.97","14,216,419.00"
663,663,2022,10,26,13.6,6.4,0.0,49.0,13.85,761305,"105,244,472.98","15,061,180.54"
664,664,2022,10,27,15.1,2.1,0.0,56.0,15.97,762113,"61,234,026.53","13,106,388.74"
665,665,2022,10,28,14.7,0.0,0.0,71.5,15.32,763283,"75,810,231.31","11,487,137.53"
666,666,2022,10,29,15.1,3.4,0.0,66.0,12.59,764051,"79,008,401.81","12,121,779.07"
667,667,2022,10,30,15.9,2.5,0.0,65.0,15.41,763429,"68,970,811.78","13,829,337.81"
668,668,2022,10,31,15.4,2.4,0.0,65.9,15.06,763387,"81,772,545.29","14,521,871.87"
669,669,2022,11,1,14.5,0.0,0.0,74.8,14.38,764514,"67,265,469.82","13,986,739.02"
670,670,2022,11,2,13.0,0.0,0.0,65.0,15.25,765248,"221,085,749.81","16,372,424.56"
671,671,2022,11,3,12.2,2.5,0.0,56.9,13.99,766325,"56,097,106.32","12,768,354.26"
672,672,2022,11,4,8.9,3.0,0.0,43.9,15.39,767336,"144,425,153.83","11,697,630.26"
673,673,2022,11,5,9.1,0.5,0.0,43.6,15.6,768244,"63,412,395.29","12,794,205.77"
674,674,2022,11,6,9.7,1.5,0.0,62.1,14.28,768030,"74,060,295.53","13,111,226.03"
675,675,2022,11,7,11.4,0.6,0.0,60.5,13.3,767971,"75,721,233.67","14,814,433.21"
676,676,2022,11,8,12.1,1.0,0.0,65.4,13.75,768646,"104,212,141.73","13,596,317.79"
677,677,2022,11,9,12.4,2.9,0.0,59.6,13.27,769556,"55,233,460.06","11,181,206.79"
678,678,2022,11,10,15.0,2.6,0.0,50.6,12.83,770366,"206,606,999.02","13,321,260.48"
679,679,2022,11,11,16.7,2.0,0.0,56.4,12.72,770889,"67,125,305.69","12,964,657.26"
680,680,2022,11,12,18.5,7.1,21.1,79.6,9.77,771411,"63,725,130.07","11,545,039.68"
681,681,2022,11,13,11.6,9.3,10.5,79.1,3.95,771036,"47,186,485.27","10,578,613.77"
682,682,2022,11,14,10.7,6.6,0.0,70.0,9.47,771016,"68,941,712.57","12,860,473.35"
683,683,2022,11,15,9.5,0.3,0.0,64.4,12.78,772333,"42,709,974.22","10,509,845.18"
684,684,2022,11,16,10.8,3.8,0.0,62.4,12.89,774458,"66,495,731.45","13,052,197.33"
685,685,2022,11,17,11.3,3.0,0.0,50.8,13.53,775808,"67,800,738.26","15,349,595.18"
686,686,2022,11,18,11.8,0.0,0.0,50.9,14.13,776065,"55,609,740.82","11,193,980.26"
687,687,2022,11,19,13.5,3.3,0.0,50.1,12.62,777580,"54,610,306.56","11,568,073.00"
688,688,2022,11,20,13.6,5.9,0.4,77.9,6.13,777551,"50,722,245.74","10,371,749.74"
689,689,2022,11,21,12.6,5.5,0.0,74.9,8.58,777536,"146,136,936.67","13,883,899.41"
690,690,2022,11,22,12.5,10.0,1.9,78.0,3.76,778688,"93,786,621.72","15,626,130.64"
691,691,2022,11,23,11.9,4.5,0.8,70.8,11.27,779457,"100,415,789.88","13,384,650.12"
692,692,2022,11,24,11.0,4.3,0.0,60.9,11.17,780615,"80,418,684.02","14,557,564.36"
693,693,2022,11,25,11.6,4.5,0.0,62.6,11.54,781560,"45,331,547.11","11,103,412.18"
694,694,2022,11,26,11.1,1.8,0.0,52.4,12.2,781464,"61,981,311.43","12,169,330.43"
695,695,2022,11,27,9.7,4.3,0.0,39.6,11.45,781511,"64,009,065.12","12,998,991.00"
696,696,2022,11,28,15.6,7.5,4.8,87.4,3.63,781514,"73,221,705.82","14,071,416.64"
697,697,2022,11,29,11.3,9.8,7.2,69.3,3.71,781807,"59,562,935.62","12,740,779.30"
698,698,2022,11,30,0.5,8.8,0.0,49.3,9.41,782405,"52,253,862.55","11,724,324.36"
699,699,2022,12,1,0.2,6.4,0.0,41.8,11.31,783153,"50,985,853.82","12,564,512.52"
700,700,2022,12,2,2.2,3.1,0.0,43.6,13.07,786186,"108,371,467.61","15,839,575.49"
701,701,2022,12,3,5.6,8.3,0.0,60.9,6.4,787385,"58,186,359.91","13,159,442.98"
702,702,2022,12,4,2.4,6.9,0.0,36.1,8.78,787385,"85,610,475.65","12,458,424.04"
703,703,2022,12,5,0.7,4.4,0.0,30.0,10.14,787385,"96,653,148.98","12,957,755.36"
704,704,2022,12,6,3.3,4.4,0.0,44.4,10.55,787218,"79,764,866.83","15,165,769.45"
705,705,2022,12,7,5.5,1.4,0.0,53.8,11.77,790077,"55,047,470.47","13,167,742.54"
706,706,2022,12,8,6.5,5.1,0.0,55.1,11.37,791280,"38,280,027.91","10,559,891.41"
707,707,2022,12,9,7.4,4.9,0.0,62.4,6.98,792285,"37,906,062.91","8,927,138.34"
708,708,2022,12,10,5.1,6.3,0.0,66.3,4.73,793373,"28,411,397.33","8,332,908.76"
709,709,2022,12,11,5.1,2.0,0.0,50.1,11.91,793298,"28,726,645.58","7,956,653.41"
710,710,2022,12,12,3.8,7.4,0.0,66.0,5.82,793329,"45,516,999.17","10,004,384.45"
711,711,2022,12,13,5.1,7.0,0.5,57.9,6.66,794050,"46,848,187.68","10,746,430.67"
712,712,2022,12,14,-2.3,3.0,1.7,63.9,12.13,795534,"61,356,364.37","9,981,755.58"
713,713,2022,12,15,1.3,6.3,0.1,61.3,10.98,795815,"45,112,056.67","9,775,442.19"
714,714,2022,12,16,0.4,8.1,0.0,39.9,8.64,796311,"45,394,132.30","11,309,669.80"
715,715,2022,12,17,-2.2,6.3,2.9,57.6,5.56,797038,"43,888,798.42","10,425,747.20"
716,716,2022,12,18,-5.0,5.6,4.6,72.8,6.08,796975,"43,194,033.50","9,978,218.91"
717,717,2022,12,19,-2.9,3.8,0.1,74.6,9.43,796940,"35,849,768.21","10,169,089.74"
718,718,2022,12,20,0.8,3.0,0.0,74.4,12.47,797097,"44,317,092.43","9,832,706.99"
719,719,2022,12,21,2.6,8.1,4.2,90.4,3.28,799844,"43,434,313.39","11,573,044.80"
720,720,2022,12,22,-1.5,8.3,2.5,78.4,2.94,799983,"42,407,068.08","11,527,319.54"
721,721,2022,12,23,-4.1,8.0,13.9,88.4,1.32,799900,"46,224,068.57","10,560,015.07"
722,722,2022,12,24,-5.0,3.4,0.1,75.8,7.5,799877,"58,763,001.10","12,851,421.38"
723,723,2022,12,25,-2.7,4.1,0.0,76.9,9.7,799864,"65,045,114.04","13,222,843.69"
724,724,2022,12,26,-0.6,2.6,0.0,78.8,10.04,799870,"56,045,364.31","12,063,284.26"
725,725,2022,12,27,0.3,1.8,0.0,74.1,13.08,800308,"31,743,683.54","9,442,942.40"
726,726,2022,12,28,-0.2,5.3,0.0,75.4,9.62,802036,"32,641,190.23","9,679,363.18"
727,727,2022,12,29,0.7,2.1,0.0,63.3,12.25,803784,"58,820,056.15","11,754,265.48"
728,728,2022,12,30,1.0,6.3,0.0,70.4,9.25,805066,"52,733,978.57","12,149,583.10"
729,729,2022,12,31,1.4,1.4,0.0,66.1,12.02,805564,"44,225,974.10","11,472,992.97"
